word,counts,test_or_train
coins;,1,TEST
slips,1,TEST
grab,1,TEST
bag,1,TEST
ever,1,TEST
again,3,TEST
she'd,1,TEST
shame,2,TEST
especially,2,TEST
true,2,TEST
knitted,1,TEST
fabrics,1,TEST
does:,1,TEST
stimulates,1,TEST
rumen,1,TEST
activity,2,TEST
remains,1,TEST
fiercest,1,TEST
competitors,1,TEST
reminded,1,TEST
himself,5,TEST
unusual,2,TEST
number,3,TEST
possibilities,1,TEST
"widow,",1,TEST
sort,1,TEST
woman,3,TEST
"no,",1,TEST
drunk;,1,TEST
wondered,2,TEST
tied,2,TEST
stranger,1,TEST
trembled,1,TEST
lest,1,TEST
piece,1,TEST
fail,1,TEST
began,10,TEST
six,2,TEST
days,2,TEST
swung,3,TEST
wheel,2,TEST
both,3,TEST
fluent,1,TEST
morphophonemic,1,TEST
rules,1,TEST
thought,10,TEST
joining,1,TEST
certain,2,TEST
points,1,TEST
wops,1,TEST
"obviously,",1,TEST
bridal,1,TEST
pair,1,TEST
has,8,TEST
adjustments,1,TEST
make,10,TEST
situation,1,TEST
y'all,1,TEST
let,6,TEST
form,2,TEST
represented,1,TEST
dictionary,1,TEST
looked,4,TEST
text-form,1,TEST
list,1,TEST
all-purpose,1,TEST
mugs,1,TEST
cups,1,TEST
"way,",1,TEST
couldn't,1,TEST
blame,1,TEST
legs,1,TEST
hung,1,TEST
down,6,TEST
thin,2,TEST
stool,1,TEST
"oh,",2,TEST
he'll,2,TEST
"plumber,",1,TEST
we're,1,TEST
transact,1,TEST
jeff,7,TEST
argued,7,TEST
favor,7,TEST
centrifuge,7,TEST
purchase,7,TEST
several,3,TEST
firms,1,TEST
merchandising,1,TEST
enzyme,1,TEST
preparation,2,TEST
feed,2,TEST
manufacturers,1,TEST
tea,2,TEST
"room,",1,TEST
then,8,TEST
stole,7,TEST
dime,7,TEST
beggar,7,TEST
"originally,",1,TEST
main,1,TEST
types,1,TEST
compositions,1,TEST
polyesters,1,TEST
thursday's,7,TEST
"exam,",7,TEST
review,7,TEST
formula,7,TEST
john,7,TEST
cleans,5,TEST
shellfish,7,TEST
enjoy,8,TEST
audition,7,TEST
because,3,TEST
slovenliness,1,TEST
hair,1,TEST
face,3,TEST
peered,1,TEST
ahead,1,TEST
grinned,1,TEST
railroad,1,TEST
tracks,1,TEST
view,2,TEST
below,2,TEST
care,1,TEST
yourself,4,TEST
fairly,1,TEST
modern,1,TEST
motel,1,TEST
quite,3,TEST
bit,1,TEST
electrical,2,TEST
display,1,TEST
front,2,TEST
"look,",1,TEST
"sweetheart,",1,TEST
fool,1,TEST
takes,1,TEST
five,8,TEST
"counties,",1,TEST
two,13,TEST
bedrooms,1,TEST
line,1,TEST
barbecue,1,TEST
fire,1,TEST
heavy,2,TEST
foil,2,TEST
heat,2,TEST
"that,",4,TEST
visitors,1,TEST
class,1,TEST
diagram,7,TEST
makes,15,TEST
sense,8,TEST
much,10,TEST
straw,7,TEST
hats,7,TEST
out,23,TEST
fashion,7,TEST
tooth,14,TEST
fairy,7,TEST
roger's,7,TEST
fell,8,TEST
"or,",1,TEST
"rhythmically,",1,TEST
swarthy,1,TEST
witches,1,TEST
laughing,1,TEST
special,7,TEST
task,7,TEST
forces,10,TEST
rescue,7,TEST
hostages,7,TEST
kidnappers,7,TEST
robin,7,TEST
wear,7,TEST
yellow,7,TEST
lily,7,TEST
deans,1,TEST
important,4,TEST
bridge,1,TEST
between,3,TEST
president,1,TEST
faculty,1,TEST
perhaps,4,TEST
things,3,TEST
worse,1,TEST
proposed,1,TEST
grants,1,TEST
unspecified,1,TEST
sum,1,TEST
experimental,1,TEST
hospitals,1,TEST
"can,",1,TEST
"however,",3,TEST
maximize,1,TEST
expected,8,TEST
value,1,TEST
less,3,TEST
personal,1,TEST
salesmanship,3,TEST
offered,1,TEST
own,12,TEST
estimate,1,TEST
"weather,",1,TEST
unenthusiastic,1,TEST
family,2,TEST
rationing,1,TEST
probably,1,TEST
necessary,3,TEST
carol,7,TEST
comes,8,TEST
"tomorrow,",7,TEST
arrange,7,TEST
meeting,7,TEST
emblem,7,TEST
depicts,7,TEST
acropolis,7,TEST
aglow,7,TEST
feel,4,TEST
rely,1,TEST
shoulder,7,TEST
felt,9,TEST
broken,7,TEST
enact,1,TEST
"renunciation,",1,TEST
forgiveness,1,TEST
military,8,TEST
personnel,7,TEST
obey,7,TEST
government,8,TEST
orders,7,TEST
lawyers,7,TEST
millionaires,7,TEST
fish,7,TEST
leap,7,TEST
frantically,7,TEST
surface,7,TEST
small,15,TEST
lake,7,TEST
space,1,TEST
hold,1,TEST
force,1,TEST
increased,2,TEST
prisoners,1,TEST
chosen,7,TEST
few,10,TEST
become,8,TEST
generals,8,TEST
blew,1,TEST
nose,1,TEST
tissue,1,TEST
opened,1,TEST
coke,1,TEST
bottle,1,TEST
"yes,",2,TEST
"sir,",1,TEST
definite,1,TEST
accomplished,7,TEST
artists,7,TEST
obtain,7,TEST
popularity,7,TEST
artificial,7,TEST
intelligence,7,TEST
put,16,TEST
worm,7,TEST
hook,7,TEST
wait,1,TEST
little,5,TEST
spectator-type,1,TEST
experience;,1,TEST
everyone,1,TEST
participant,1,TEST
exposed,1,TEST
velocity,1,TEST
jet,1,TEST
calcium,7,TEST
strong,7,TEST
squeamishness,1,TEST
admitting,1,TEST
dew,7,TEST
spider,7,TEST
web,7,TEST
glistened,7,TEST
sun,7,TEST
charlie's,7,TEST
dishes,7,TEST
instructions,1,TEST
preparing,1,TEST
"clay,",1,TEST
"drying,",1,TEST
glazing,1,TEST
firing,1,TEST
given,1,TEST
objects,7,TEST
made,10,TEST
pewter,7,TEST
beautiful,8,TEST
stockings,7,TEST
run,9,TEST
first,8,TEST
they're,7,TEST
worn,8,TEST
"sulphur,",1,TEST
"oil,",2,TEST
copra,1,TEST
kind,2,TEST
tinder,1,TEST
firebug,1,TEST
dreams,1,TEST
took,3,TEST
"away,",1,TEST
something,5,TEST
detailed,2,TEST
analysis,2,TEST
process,1,TEST
illuminating,1,TEST
nothing,2,TEST
done,4,TEST
advantage,1,TEST
enabling,1,TEST
legislation,1,TEST
draw,1,TEST
yarn,1,TEST
tight,1,TEST
warm,1,TEST
breeze,1,TEST
across,2,TEST
"it,",3,TEST
moving,1,TEST
waves,1,TEST
clever,1,TEST
light,1,TEST
songs,2,TEST
overly,1,TEST
"coy,",1,TEST
tragic,2,TEST
melodramatic,1,TEST
bake,1,TEST
least,1,TEST
one-half,1,TEST
hour,1,TEST
longer,3,TEST
said:,1,TEST
crazy,1,TEST
"fool,",1,TEST
half,1,TEST
aloud,1,TEST
quote,1,TEST
"fully,",1,TEST
elements,1,TEST
behavior,1,TEST
decisive,1,TEST
idea,2,TEST
drifted,1,TEST
nowhere,1,TEST
ambassador,1,TEST
side,2,TEST
prime,2,TEST
minister,1,TEST
feared,1,TEST
hay,1,TEST
pasture,1,TEST
chief,2,TEST
sources,1,TEST
livestock,2,TEST
look,4,TEST
efficient,1,TEST
shipshape,1,TEST
optimism,1,TEST
unjustified,1,TEST
"out,",2,TEST
cleaning,1,TEST
empty,1,TEST
rooms,1,TEST
pleasure,1,TEST
seeds,1,TEST
"soybean,",1,TEST
"cotton,",1,TEST
"corn,",1,TEST
"sesame,",1,TEST
rape,1,TEST
yield,1,TEST
semidrying,1,TEST
oils,1,TEST
us,10,TEST
conformists,1,TEST
boots,2,TEST
carriage,1,TEST
crunched,1,TEST
"by,",1,TEST
dim,1,TEST
lights,1,TEST
filtering,1,TEST
gloom,1,TEST
include:,1,TEST
"absences,",1,TEST
"illnesses,",1,TEST
layoffs,1,TEST
right;,1,TEST
"paused,",1,TEST
added:,1,TEST
"""everything",1,TEST
ship,1,TEST
"weapon""",1,TEST
pulsing,1,TEST
glow,1,TEST
cigarette,1,TEST
props,1,TEST
"stepladders,",1,TEST
chair,1,TEST
palm,2,TEST
fan,1,TEST
flies,1,TEST
swarmed,1,TEST
lentils,1,TEST
mopped,1,TEST
bread,1,TEST
beers,1,TEST
"bed,",1,TEST
"man,",2,TEST
spent,1,TEST
lot,3,TEST
history,4,TEST
persistently,1,TEST
pursued,1,TEST
quietly,1,TEST
determined,1,TEST
written,2,TEST
overwritten,1,TEST
suitably,1,TEST
"lighted,",1,TEST
applied,1,TEST
compost,1,TEST
shredder,1,TEST
converted,1,TEST
manure,1,TEST
spreader,1,TEST
occupied,1,TEST
boom,1,TEST
conferences,1,TEST
rubberized,1,TEST
fabric,1,TEST
dull,1,TEST
"gleam,",1,TEST
metal,1,TEST
wardrobe,7,TEST
consists,8,TEST
skirts,7,TEST
blouses,7,TEST
elderly,7,TEST
excluded,7,TEST
pizzerias,7,TEST
convenient,8,TEST
quick,8,TEST
lunch,7,TEST
latter,1,TEST
phenomenon,1,TEST
attempted,1,TEST
drop,7,TEST
forms,7,TEST
box,7,TEST
butcher,7,TEST
block,7,TEST
garage,7,TEST
beat,1,TEST
death,2,TEST
hundred,1,TEST
psychologically,1,TEST
reception,1,TEST
"climax,",1,TEST
following,1,TEST
sermon,1,TEST
brings,1,TEST
accreditation,1,TEST
art,1,TEST
schools,1,TEST
general,2,TEST
or:,1,TEST
exercise,2,TEST
key,1,TEST
salesmen,1,TEST
appliances,1,TEST
cosmetics,1,TEST
wadded,1,TEST
sweat,1,TEST
ball,2,TEST
stripped,1,TEST
swimming,1,TEST
trunks,1,TEST
"hem,",1,TEST
sew,1,TEST
"buttons,",1,TEST
neat,1,TEST
buttonholes,1,TEST
plunged,1,TEST
woods,1,TEST
beyond,2,TEST
cleaned,2,TEST
let's,1,TEST
fine,1,TEST
superior,1,TEST
great,4,TEST
"dignity,",1,TEST
joking,1,TEST
believe,1,TEST
final,1,TEST
events,2,TEST
stranded,2,TEST
abyss,1,TEST
vagabond,1,TEST
considered,1,TEST
shady,1,TEST
undesirable,1,TEST
characters,1,TEST
major,1,TEST
talent,1,TEST
"solitary,",1,TEST
uncertain,1,TEST
impulses,1,TEST
ballets,1,TEST
opera,1,TEST
beginning,1,TEST
"enough,",1,TEST
honey,1,TEST
short,2,TEST
laugh,1,TEST
knowingly,1,TEST
increasing,1,TEST
tempo,1,TEST
product,1,TEST
odds,1,TEST
meaning,1,TEST
follows,1,TEST
didn't,4,TEST
chicken,1,TEST
sir,1,TEST
vases:,1,TEST
salt,2,TEST
pepper,1,TEST
"shakers,",1,TEST
leaving,1,TEST
off,5,TEST
top,1,TEST
pieces,1,TEST
"upstairs,",1,TEST
busy,1,TEST
"feet,",1,TEST
showering,1,TEST
"raindrops,",1,TEST
pattered,1,TEST
compulsory,1,TEST
retirement,1,TEST
sixty-five,1,TEST
looms,1,TEST
horizon,2,TEST
fists,1,TEST
pummeled,1,TEST
staggered,1,TEST
forward,1,TEST
poach,1,TEST
apples,1,TEST
syrup,1,TEST
twelve,1,TEST
"minutes,",1,TEST
drain,1,TEST
"them,",1,TEST
cool,1,TEST
weakness,1,TEST
how's,1,TEST
strike,1,TEST
foul,1,TEST
fair,2,TEST
farm,1,TEST
"rented,",1,TEST
rent,1,TEST
must,3,TEST
paid,1,TEST
laboratory,1,TEST
astrophysics,1,TEST
soon,3,TEST
along,2,TEST
carrying,1,TEST
folded,1,TEST
umbrella,1,TEST
stick,1,TEST
class-biased,1,TEST
decisions,1,TEST
jar,1,TEST
"lids,",1,TEST
omitting,1,TEST
design,1,TEST
disk,1,TEST
mask,1,TEST
forehead,1,TEST
threw,1,TEST
"unexpectedly,",1,TEST
deck,1,TEST
obsessions,1,TEST
picked,1,TEST
during,1,TEST
nights,1,TEST
talk,2,TEST
wedding,1,TEST
trip,1,TEST
later,2,TEST
possessed,1,TEST
shrugs,1,TEST
met,2,TEST
"clerks,",1,TEST
bellhops,1,TEST
fact,1,TEST
whole,2,TEST
defensive,1,TEST
unit,2,TEST
job,3,TEST
mystery,1,TEST
invade,1,TEST
sleepy,1,TEST
answered,2,TEST
poultry:,1,TEST
results,3,TEST
irradiation,1,TEST
tests,1,TEST
poultry,1,TEST
successful,1,TEST
you're,2,TEST
boiling,1,TEST
"milk,",1,TEST
ain't,1,TEST
different,2,TEST
served,1,TEST
glee-club,1,TEST
choir,1,TEST
leader,1,TEST
organist,1,TEST
"around,",1,TEST
toward,2,TEST
"bedroom,",1,TEST
fifteen,1,TEST
feet,4,TEST
uncomfortable,1,TEST
help,10,TEST
peck,7,TEST
accuracy,1,TEST
existing,1,TEST
surveying,1,TEST
techniques,1,TEST
michael,7,TEST
colored,7,TEST
bedroom,7,TEST
crayons,7,TEST
house,8,TEST
remote,7,TEST
countryside,7,TEST
suffered,1,TEST
off-duty,1,TEST
misquote,7,TEST
retracted,7,TEST
apology,7,TEST
shaving,7,TEST
cream,8,TEST
popular,8,TEST
item,7,TEST
halloween,7,TEST
practically,1,TEST
forecasts,1,TEST
mention,1,TEST
exciting,1,TEST
brush,1,TEST
close,2,TEST
sometime,1,TEST
eight,2,TEST
body,1,TEST
processes,1,TEST
slowed,1,TEST
dispel,1,TEST
fatigue,1,TEST
poisons,1,TEST
wasn't,2,TEST
likely,1,TEST
chills,1,TEST
puzzling,1,TEST
striped,1,TEST
fever,1,TEST
stacked,1,TEST
heels,2,TEST
dressy,1,TEST
tailored,1,TEST
passing,1,TEST
dogs,3,TEST
greeted,1,TEST
cordial,1,TEST
bark,1,TEST
farmhouses,1,TEST
nearby,1,TEST
princes,1,TEST
factions,1,TEST
clashed,1,TEST
open,2,TEST
died,1,TEST
scaffold,1,TEST
years,3,TEST
dome,1,TEST
section,1,TEST
welcomed,1,TEST
auditors,1,TEST
roam,1,TEST
streets,1,TEST
costumes,1,TEST
"masks,",1,TEST
having,1,TEST
zip,1,TEST
amaze,1,TEST
acquire,1,TEST
knack,1,TEST
army,2,TEST
"shoes,",1,TEST
obvious,2,TEST
disrepair,1,TEST
diversity,2,TEST
"perception,",1,TEST
yes;,1,TEST
"fact,",1,TEST
yes,1,TEST
give,3,TEST
ignored,1,TEST
text,1,TEST
apparently,1,TEST
memorized,1,TEST
words,2,TEST
ago,2,TEST
provides,3,TEST
frame,2,TEST
census,1,TEST
another,2,TEST
memo,1,TEST
sightseers:,1,TEST
camera,1,TEST
museums,1,TEST
progress,1,TEST
being,4,TEST
"made,",1,TEST
motorists',1,TEST
access,1,TEST
turnpikes,1,TEST
jaded,1,TEST
amorist,1,TEST
conjured,1,TEST
pictures,1,TEST
blasphemous,1,TEST
rites,1,TEST
relish,1,TEST
still,5,TEST
glorified,1,TEST
national,1,TEST
hero,1,TEST
salary,1,TEST
reached,1,TEST
ten,1,TEST
thousand,1,TEST
mark,2,TEST
indeed,2,TEST
possible,3,TEST
separate,1,TEST
electron,2,TEST
paramagnetic,1,TEST
nuclear,1,TEST
salvation,1,TEST
reconsidered,1,TEST
lighted,1,TEST
windows,1,TEST
glowed,1,TEST
jewel-bright,1,TEST
downpour,1,TEST
teeny,1,TEST
envelope,1,TEST
wrist,1,TEST
theirs,1,TEST
sacrificial,1,TEST
earthly,1,TEST
standards,1,TEST
"crestfallen,",1,TEST
somehow,1,TEST
disappointed,1,TEST
uneasy,1,TEST
funds,1,TEST
clear,1,TEST
slums,1,TEST
colleges,1,TEST
build,1,TEST
dormitories,1,TEST
"drove,",1,TEST
road,1,TEST
"wobbled,",1,TEST
familiar,1,TEST
scenes,1,TEST
crept,1,TEST
past,1,TEST
either,2,TEST
establish,1,TEST
censorship,1,TEST
asked,1,TEST
"why,",1,TEST
replied,1,TEST
primly:,1,TEST
that's,2,TEST
gentleman,2,TEST
says,1,TEST
one-o'clock,1,TEST
plane,1,TEST
fold,1,TEST
whipped,1,TEST
dash,1,TEST
sprinkling,1,TEST
paprika,1,TEST
clouds,1,TEST
bulged,1,TEST
downward,1,TEST
burst,1,TEST
suddenly,1,TEST
funnel,1,TEST
drive,1,TEST
"shame,",1,TEST
declared,1,TEST
"next,",1,TEST
nested,1,TEST
office,1,TEST
claimed,1,TEST
"industry,",1,TEST
slanted,1,TEST
inexhaustible,1,TEST
"coffers,",1,TEST
attracted,1,TEST
drew,1,TEST
deep,1,TEST
breath,1,TEST
circled,1,TEST
"thighs,",1,TEST
exploring,1,TEST
icy,1,TEST
tentacles,1,TEST
portable,1,TEST
electric,1,TEST
heater,1,TEST
advisable,1,TEST
shelters,1,TEST
cold,1,TEST
climates,1,TEST
"okay,",1,TEST
bay,1,TEST
female,1,TEST
"will,",1,TEST
inhibit,1,TEST
sprouting,1,TEST
root,1,TEST
vegetables,1,TEST
happening,2,TEST
complete,1,TEST
erotic,1,TEST
fulfillment,1,TEST
spouted,1,TEST
mouthful,1,TEST
air,2,TEST
maybe,2,TEST
today'll,1,TEST
good-news,1,TEST
"alone,",1,TEST
recognize,1,TEST
movement,1,TEST
unnecessarily,1,TEST
noisy,1,TEST
flame,1,TEST
experience,2,TEST
simpler,1,TEST
lines,3,TEST
sympathetically,1,TEST
understand,1,TEST
ready,1,TEST
adventures,1,TEST
arrival,1,TEST
mobile,1,TEST
partner,1,TEST
shutter,1,TEST
parts:,1,TEST
fast-opening,1,TEST
fast-closing,1,TEST
theory,1,TEST
eventually,1,TEST
proved,1,TEST
inexact,1,TEST
you've,1,TEST
getting,2,TEST
boss,1,TEST
rattlesnake,1,TEST
"tenant,",1,TEST
deduct,1,TEST
allowable,1,TEST
depreciation,1,TEST
depletion,1,TEST
escape,1,TEST
fears,1,TEST
forget,1,TEST
worries,1,TEST
club,1,TEST
existed,2,TEST
"before,",1,TEST
"says,",1,TEST
flourish,1,TEST
henceforth,1,TEST
"tale,",1,TEST
gay,1,TEST
bereft,1,TEST
structures,1,TEST
housing,1,TEST
apartments,1,TEST
masonry,1,TEST
construction,1,TEST
squeaked,2,TEST
"hub,",1,TEST
"still,",1,TEST
accelerating,1,TEST
growth,1,TEST
technology,2,TEST
warn,1,TEST
nymphomaniacs,1,TEST
private-eye,1,TEST
series,1,TEST
violence,1,TEST
exultantly,1,TEST
easy,2,TEST
requests,1,TEST
flowers,1,TEST
omitted,1,TEST
"date,",1,TEST
meat,2,TEST
showing,1,TEST
favorable,1,TEST
sterilization,1,TEST
doses,1,TEST
pork,1,TEST
old,5,TEST
idiosyncrasies,1,TEST
"ways,",1,TEST
"then,",1,TEST
patient's,1,TEST
psychical,1,TEST
blindness,1,TEST
manifest,1,TEST
colossal,1,TEST
throw,1,TEST
story,2,TEST
projects,1,TEST
octillion,1,TEST
atoms,1,TEST
see,1,TEST
power,1,TEST
sounded,2,TEST
silly;,1,TEST
"unseen,",1,TEST
ghostlike,1,TEST
rifleman,1,TEST
aimed,1,TEST
third,1,TEST
vapor,1,TEST
method,1,TEST
recently,1,TEST
might,1,TEST
described,1,TEST
creeping,1,TEST
mannerism,1,TEST
moments,1,TEST
regret,1,TEST
sadness,1,TEST
guilty,1,TEST
relief,2,TEST
coverage,1,TEST
primary,1,TEST
literature,3,TEST
follow,1,TEST
added,1,TEST
traffic,1,TEST
means,2,TEST
rising,1,TEST
streams,1,TEST
dimes,1,TEST
quarters,1,TEST
toll,1,TEST
gates,1,TEST
knew,2,TEST
"was,",1,TEST
"reassurance,",1,TEST
ironic,1,TEST
deeply,1,TEST
moral,1,TEST
quality,1,TEST
phosphate,1,TEST
builders,1,TEST
patsy,1,TEST
brown,2,TEST
coat,1,TEST
already,2,TEST
soaked,1,TEST
rector,1,TEST
curious;,1,TEST
tempted,1,TEST
questions,1,TEST
rural,1,TEST
areas,1,TEST
protected,1,TEST
zoning,1,TEST
"eyes,",1,TEST
eyebrow,1,TEST
mustache,1,TEST
"brows,",1,TEST
lowered,1,TEST
"anger,",1,TEST
smoothed,1,TEST
"bluntly,",1,TEST
out-moded,1,TEST
"anxiety,",1,TEST
"old,",1,TEST
taut,1,TEST
stoicism,1,TEST
jackass,1,TEST
until,2,TEST
poisoned,1,TEST
obverse,1,TEST
"triviality,",1,TEST
"shallowness,",1,TEST
emotional,1,TEST
anaesthesia,1,TEST
"rule,",1,TEST
physical,1,TEST
contact,1,TEST
propriety,1,TEST
synonymous,1,TEST
ritual,1,TEST
"observance,",1,TEST
"nowadays,",1,TEST
though,2,TEST
blitz,1,TEST
skirmish,1,TEST
jars,1,TEST
assembled,1,TEST
butter,1,TEST
rituals,1,TEST
adult,1,TEST
trick,1,TEST
freed,1,TEST
tyranny,1,TEST
contemporary,1,TEST
afterwards,1,TEST
accuse,1,TEST
shipmate,1,TEST
behind,1,TEST
purchasers,1,TEST
rejected,1,TEST
letters,1,TEST
vigorous,1,TEST
terms,1,TEST
portion,1,TEST
rating,1,TEST
stage,1,TEST
infancy,1,TEST
adulthood,1,TEST
displayed,1,TEST
"lamps,",1,TEST
puppets,1,TEST
delight,1,TEST
decorative,1,TEST
accent,1,TEST
"formality,",1,TEST
country,1,TEST
referred,1,TEST
pilgrims,1,TEST
"otherwise,",1,TEST
saddled,1,TEST
good-size,1,TEST
bill,1,TEST
drinkers,1,TEST
heroes,1,TEST
nine,1,TEST
tall,1,TEST
saw,4,TEST
"dangers,",1,TEST
glories,1,TEST
identified,1,TEST
mutineer,1,TEST
redcoats,1,TEST
ran,2,TEST
rabbits,1,TEST
gallant,1,TEST
half-city,1,TEST
dying,1,TEST
thus,3,TEST
"occurred,",1,TEST
victims,1,TEST
changed,1,TEST
"appearance,",1,TEST
ones,2,TEST
arrived,1,TEST
oval,1,TEST
expression,1,TEST
toothbrush,1,TEST
modernizing,1,TEST
redecorating,1,TEST
mind,1,TEST
punishes,1,TEST
quarter-century-old,1,TEST
dereliction,1,TEST
touchdown,1,TEST
resulted,1,TEST
"goes,",1,TEST
herself,2,TEST
illuminated,1,TEST
pack,1,TEST
"home,",1,TEST
going,1,TEST
"unfortunately,",1,TEST
demand,1,TEST
broccoli,1,TEST
cauliflower,1,TEST
device,1,TEST
quackery,1,TEST
lead,1,TEST
protects,1,TEST
surfaces,1,TEST
steel,1,TEST
sheets,1,TEST
plated,1,TEST
tin,1,TEST
"election,",1,TEST
"hand,",1,TEST
unquestionably,1,TEST
strengthen,1,TEST
regulars,1,TEST
next,1,TEST
destroying,1,TEST
deprive,1,TEST
freedom,1,TEST
action,1,TEST
keys,1,TEST
handy,1,TEST
range,1,TEST
bluffs,1,TEST
hugged,1,TEST
"horizon,",1,TEST
color,1,TEST
decaying,1,TEST
moss,1,TEST
northerners,1,TEST
indulge,1,TEST
extremely,1,TEST
dangerous,1,TEST
luxury,1,TEST
stake-out,1,TEST
anyway,1,TEST
beside,1,TEST
curiosity,1,TEST
held,1,TEST
sides,1,TEST
hear,1,TEST
"faint,",1,TEST
ladylike,1,TEST
sigh,1,TEST
revised,1,TEST
procedure,1,TEST
acclaimed,1,TEST
long-overdue,1,TEST
reform,1,TEST
instinct,1,TEST
discipline,1,TEST
lost,1,TEST
non-contributory,2,TEST
plan,1,TEST
usually,1,TEST
won't,2,TEST
pay,1,TEST
worker,1,TEST
retires,1,TEST
law,1,TEST
"school,",1,TEST
invoked,1,TEST
create,1,TEST
"lamp,",1,TEST
wired,1,TEST
pedestal,1,TEST
lamp,1,TEST
shop,1,TEST
mirrors,1,TEST
mentality,1,TEST
"psychopath,",1,TEST
rootless,1,TEST
irresponsible,1,TEST
armchair,1,TEST
traveler,1,TEST
preserves,1,TEST
illusions,1,TEST
coming,2,TEST
turned,1,TEST
radio,1,TEST
selected,1,TEST
bibliographies,1,TEST
tables,1,TEST
data,1,TEST
choose,1,TEST
carefully,1,TEST
contributory,1,TEST
pension,1,TEST
plans,1,TEST
"careful,",1,TEST
disturb,1,TEST
poverty,1,TEST
imposes,1,TEST
chastity,1,TEST
ambitious,1,TEST
"were,",1,TEST
"past,",1,TEST
together,1,TEST
"visually,",1,TEST
approximated,1,TEST
feeling,1,TEST
brief,2,TEST
case,1,TEST
meats:,1,TEST
radiation,1,TEST
processing,1,TEST
received,1,TEST
extensive,1,TEST
investigation,1,TEST
feels,1,TEST
magnetic,2,TEST
exboyfriend,1,TEST
exhusband,1,TEST
"bullet,",1,TEST
decide,1,TEST
labor,1,TEST
"worth,",1,TEST
many-bodied,1,TEST
girl,1,TEST
lay,1,TEST
covers,1,TEST
sea,1,TEST
"leaves,",1,TEST
breaking,1,TEST
wave,1,TEST
flower,1,TEST
machine,2,TEST
gun,1,TEST
ammo,1,TEST
aim,1,TEST
balance,1,TEST
employee,1,TEST
benefit,1,TEST
package,1,TEST
instant,1,TEST
aunt,1,TEST
indefinable,1,TEST
flash,1,TEST
smile,1,TEST
historians,1,TEST
reasons,2,TEST
persisting,1,TEST
investigations,1,TEST
radicalism,1,TEST
recommendation,1,TEST
somebody,1,TEST
vices,1,TEST
"lovie,",1,TEST
naked,1,TEST
pleasant,1,TEST
"position,",1,TEST
endeavored,1,TEST
maintain,1,TEST
nut,1,TEST
kernels,1,TEST
rich,2,TEST
protein,1,TEST
aligning,1,TEST
profession,1,TEST
brought,1,TEST
sneezed,1,TEST
"aw,",1,TEST
shut,1,TEST
"up,",1,TEST
pocket,1,TEST
return,1,TEST
address,1,TEST
whatsoever,1,TEST
"such,",1,TEST
politics,1,TEST
justification,1,TEST
message,1,TEST
lose,1,TEST
grownups,1,TEST
laughed,1,TEST
loudest,1,TEST
pale,1,TEST
window,1,TEST
"result,",1,TEST
persuaded,1,TEST
dinner,1,TEST
courtyard,1,TEST
magnificently,1,TEST
decorated,1,TEST
"soldiering,",1,TEST
"mathematics,",1,TEST
substances:,1,TEST
crystalline,1,TEST
substances,1,TEST
solid-state,1,TEST
materials,1,TEST
riding,1,TEST
"rods,",1,TEST
kids,1,TEST
thoroughly,1,TEST
wised,1,TEST
taxation,1,TEST
representation,1,TEST
religion,1,TEST
becomes,1,TEST
integrated,1,TEST
farmer's,1,TEST
arranged,1,TEST
demands,1,TEST
crops,1,TEST
larger,1,TEST
social,1,TEST
structural,1,TEST
functional,1,TEST
subsystems,1,TEST
streamlined,1,TEST
"rifle,",1,TEST
fast,1,TEST
well-made,1,TEST
"fuss,",2,TEST
we've,1,TEST
spoiled,1,TEST
hate,1,TEST
age,2,TEST
produce,1,TEST
peanut,1,TEST
greater,1,TEST
extent,1,TEST
entire,1,TEST
seed,2,TEST
american,1,TEST
newspaper,1,TEST
reviewers,1,TEST
plays,1,TEST
nihilistic,1,TEST
prospect,1,TEST
spending,1,TEST
unpleasant,1,TEST
governor,1,TEST
ships,1,TEST
slow,1,TEST
"now,",1,TEST
sailors,1,TEST
fallen,1,TEST
soft,1,TEST
"job,",1,TEST
gone,1,TEST
authorities,1,TEST
oldsters,1,TEST
husbandry,1,TEST
bounded,1,TEST
snake-rail,1,TEST
"fences,",1,TEST
grazing,1,TEST
cattle,1,TEST
surely,1,TEST
reality,1,TEST
acknowledge,1,TEST
dawn,1,TEST
blow,1,TEST
radioactivity,1,TEST
decays,1,TEST
rapidly,1,TEST
differentiate,1,TEST
eternity,1,TEST
recriminations,1,TEST
"well,",1,TEST
"junior,",1,TEST
mr,1,TEST
henry,1,TEST
there's,1,TEST
mental,1,TEST
illness,1,TEST
tail,1,TEST
lashed,1,TEST
mother's,1,TEST
loving,1,TEST
attitude,1,TEST
prevent,1,TEST
misbehavior,1,TEST
framework,1,TEST
allowed,1,TEST
flexibility,1,TEST
replace,1,TEST
halves,1,TEST
"grill,",1,TEST
sear,1,TEST
cuts,1,TEST
allot,1,TEST
captain,1,TEST
haggard,1,TEST
shabby,1,TEST
production,2,TEST
fall,1,TEST
far,1,TEST
expectations,1,TEST
dive,1,TEST
foolish,1,TEST
heavens,1,TEST
weeping,1,TEST
central,1,TEST
tank,1,TEST
novelty,1,TEST
surprise,1,TEST
books,1,TEST
schnooks,1,TEST
litter,1,TEST
"remained,",1,TEST
augmented,1,TEST
dozen,1,TEST
lunchroom,1,TEST
suppers,1,TEST
"experts,",1,TEST
trend,1,TEST
inevitable,1,TEST
"often,",1,TEST
